URL,Category,Series,Prod_Name,Prod_ID,Short_Description,Long_Descriptio,Features & Benefits,Specifications,Product Details,Documents
https://www.heil-hvac.com/en/us/products/oil-furnaces/performance-86-oil-furnace/,Oil Furnaces,Value,Performance 86 Oil Furnace,OMF,Keep the comfort you love with upgraded efficiency from our oil furnace that offers fixed-speed operation for consistent comfort and an AFUE rating of 86.4% to keep you cozy all winter long. Pair this model with a compatible heat pump and thermostat for energy-saving dual fuel comfort.,,,,"{'AFUE Efficiency': 'Up to 86.4% AFUE', 'Heat Exchanger Warranty': 'Lifetime Heat Exchanger Limited Warranty'}",
https://www.heil-hvac.com/en/us/products/gas-furnaces/performance-95-gas-furnace-n95esn/,Gas Furnaces,Value,Performance 95 Gas Furnace,N95ESN,Keep cozy with our affordable and efficient gas furnace. Its reliable single-stage operation and 5 speed blower provide even levels of temperature control for your comfort. It offers an up to 96% AFUE rating that may significantly increase efficiency over older models.,,Single-stage operation and fixed speed blower motor for even levels of temperature control and comfort|Dual fuel capable with a compatible heat pump and thermostat for energy-saving heating performance|Air purifier and humidifier compatible|High temperature limit control prevents overheating|10-Year Parts Limited Warranty upon timely registration|Lifetime Heat Exchanger Limited Warranty,"Efficient multi-speed ECM blower motor|Induced draft combustion motor|Single-stage gas valve|RPJ| (Rigid Press Joint) primary heat exchanger, stainless steel secondary heat exchanger|Reliable direct spark gas ignition|Sound-reducing features: soft mounted blower and inducer motor|Compatible thermostat: heat/cool|Heating capacity: 26,000–140,000 BTUh","{'Efficiency Rating': 'Up to 96.0% AFUE', 'Heat Exchanger Warranty': 'Lifetime Heat Exchanger Limited Warranty', 'Blower Motor': 'Single-stage operation and fixed speed blower motor for even levels of temperature control and comfort', 'Heating capacity': '26,000–140,000 BTUh', 'Operation': 'Single-stage operation'}",
https://www.heil-hvac.com/en/us/products/gas-furnaces/ion-98-variable-speed-modulating-gas-furnace/,Gas Furnaces,Premium,Ion™ 98 Variable-Speed Modulating Gas Furnace,G97CMN,Enjoy ultimate comfort even in the coldest weather with our highest efficiency gas furnace product. It features modulating gas heat performance that delivers incredible temperature control and quiet performance. The variable-speed blower also means you’ll enjoy better summer dehumidification and a possible SEER boost as your furnace works with your cooling unit to help pull moisture out of the air. Pair it with a compatible air conditioner for full functionality and a full communicating system using the Ion™ System Control.,,"Variable-speed blower motor and modulating gas valve provide our ultimate levels of even temperature control and comfort|Dual fuel capable with a compatible heat pump and thermostat for energy-saving heating performance|As a modulating furnace, it operates at lower stages most of the time to save energy, smoothly ramping up the heat as temperatures drop|Fully insulated cabinet keeps the heat moving to your ductwork |Air purifier and humidifier compatible|Wi-Fi| enabled remote access with the Ion™ System Control|10-Year No Hassle Replacement™ Limited Warranty*|10-Year Parts Limited Warranty upon timely registration|Lifetime Heat Exchanger Limited Warranty upon timely registration","High efficiency variable-speed, constant airflow ECM blower motor|Variable-speed induced draft combustion motor|Modulating gas valve with range of 40%–100% capacity|RPJ| (Rigid Press Joint) primary heat exchanger, stainless steel secondary heat exchanger|Reliable direct spark gas ignition|High temperature limit control prevents overheating|Solid, pre-painted steel insulated cabinet with tight fit door latch system|Sound-reducing features: soft mounted blower and inducer motor |Compatible thermostat: Ion™ System Control for full function and efficiency capability, Wi-Fi| remote access convenience and intelligent diagnostics |Heating capacity: 60,000–120,000 BTUh","{'Efficiency Rating': 'Up to 98% AFUE', 'Heat Exchanger Warranty': 'Lifetime Heat Exchanger Limited Warranty', 'No Hassle ReplacementTM Limited Warranty': '10-Year No Hassle Replacement™ Limited Warranty', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency', 'Blower Motor': 'Variable-speed blower motor and modulating gas valve provide our ultimate levels of even temperature control and comfort', 'Heating capacity': '60,000–120,000 BTUh', 'Operation': 'Modulating Gas Valve Operation'}",
https://www.heil-hvac.com/en/us/products/evaporator-coils/end4x/,Evaporator Coils,,Performance Evaporator Coil,END4X,Get the most comfort out of your air conditioner or heat pump with an evaporator coil that matches your outdoor unit. This vertical N coil supports your system efficiency and is made for upflow/downflow applications. It features durable all-aluminum construction designed to fit your system and deliver lasting performance.,,Cased N coil design for efficient heat transfer in a compact size|Efficiency-optimizing Thermostatic Expansion Valve (TXV)|Corrosion-resistant all-aluminum coil|Fully insulated cabinet|Corrosion-free sloped drain pan design helps reduce mold and bacterial buildup|10-year parts limited warranty*,Thermostatic Expansion Valve (TXV)|Vertical upflow/downflow design|Sturdy galvanized steel cabinet|Non-ozone-depleting R-410A refrigerant|Capacity: 1.5 - 5 tons,"{'Capacity': '1.5 - 5 tons', 'Flow Design': 'Vertical upflow/downflow design', 'Shape': 'Cased N coil design for efficient heat transfer in a compact size', 'Parts Warranty': '10-Year Parts Limited Warranty'}",
https://www.heil-hvac.com/en/us/products/oil-furnaces/86-oil-furnace/,Oil Furnaces,Standard,QuietComfort® 86 Oil Furnace,OMV,"Get the ultimate in warmth and winter comfort with this variable-speed oil furnace. This model adjusts operating speeds to match changing conditions so you can enjoy even, consistent and quiet comfort with an impressive AFUE rating of up to 86.4%. And when matched with a compatible thermostat and air conditioner, it provides enhanced summer comfort through humidity control. It is ENERGY STAR® qualified in select sizes, which means efficient heating performance.",,"The ultimate in quiet performance|Variable-speed blower provides even, consistent temperature control and comfort|Dual fuel capable with a compatible heat pump and thermostat for energy-saving heating performance|Accepts high-performance Beckett or Riello burners|Variable-speed blower motor provides enhanced dehumidification as part of your cooling system for increased home comfort|Sturdy, insulated steel cabinet helps manage sound levels|Air purifier and humidifier compatible for better home air quality|Designed for corrosion resistance and lasting performance|10-Year No Hassle Replacement(TM) Limited Warranty|10-Year Parts Limited Warranty*|Lifetime Heat Exchanger Limited Warranty",,"{'AFUE Efficiency': 'Up to 86.4% AFUE', 'Heat Exchanger Warranty': 'Lifetime Heat Exchanger Limited Warranty', 'No Hassle ReplacementTM Limited Warranty': '10-Year No Hassle Replacement™ Limited Warranty', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency', 'Heating capacity': '70,000-154,000 BTUH', 'Blower Motor': 'Highest-efficiency variable-speed ECM blower motor'}",
https://www.heil-hvac.com/en/us/products/oil-furnaces/85-oil-furnace/,Oil Furnaces,Standard,QuietComfort® 85 Oil Furnace,NOMV,"Keep the comfort you love with upgraded efficiency from our oil furnace that offers variable-speed operation for consistent temperature control. This model adjusts operating speeds to match changing conditions so you can enjoy even, consistent and quiet comfort with an impressive AFUE rating of 85.7%. It is ENERGY STAR® qualified in select sizes, which means efficient heating performance.",,,,"{'AFUE Efficiency': 'Up to 85.7% AFUE', 'Heat Exchanger Warranty': 'Lifetime Heat Exchanger Limited Warranty', 'No Hassle ReplacementTM Limited Warranty': '10-Year No Hassle Replacement™ Limited Warranty', 'Parts Warranty': '10-Year Parts Limited Warranty', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency'}",
https://www.heil-hvac.com/en/us/products/ductless-systems/dlfehaa/,Ductless Systems,Value,Performance High Wall Indoor Unit,DLFEHAA,"The new High Wall indoor unit brings the high efficiency cooling performance you need combined with the attractive styling you want. This unit is available in both 115V and 208/230V system and features five modes plus Turbo Mode, Sleep Mode, and ECO Mode. This state of the art unit comes equipped with four fan speeds and industry leading features such as",,"Available in 115V and 208/230V|Sizes: 12 / 18 / 24|Modes: Cool, Dry, Fan, Auto|Turbo Mode|Four fan speeds|Sleep Mode|ECO Mode|Up-down louver control (fixed or swing)|Follow Me (senses temperature at handheld remote)|Quiet indoor operation, as low as 25 dB(A)|Anti-corrosive fin coating|10-Year Parts Limited Warranty","sound: as low as 25 decibels|1.0 – 2.0 Ton|115V and 208/230V|Attractively styled, high−impact polystyrene.",{},
https://www.heil-hvac.com/en/us/products/oil-furnaces/87-low-boy-oil-furnace/,Oil Furnaces,Standard,QuietComfort® 87 Low Boy Oil Furnace,OLV,"Enjoy the ultimate comfort an oil furnace can offer with our high-efficiency variable-speed unit designed for installation in compact spaces. This model adjusts operating speeds to match changing conditions so you can enjoy even, consistent and quiet comfort with an impressive AFUE rating of up to 87.5%. It is ENERGY STAR® qualified in select sizes, which means efficient heating performance.",,"The ultimate in quiet performance|Variable-speed blower provides even, consistent temperature control and comfort|Dual fuel capable with a compatible heat pump and thermostat for energy-saving heating performance|Accepts high-performance Beckett or Riello burners|Variable-speed blower motor provides enhanced dehumidification as part of your cooling system for increased home comfort|Sturdy, insulated steel cabinet helps manage sound levels|Air purifier and humidifier compatible for better home air quality|Designed for corrosion resistance and lasting performance|Low boy design for low clearance installation spaces|10-Year No Hassle Replacement(TM) Limited Warranty|10-Year Parts Limited Warranty*|Lifetime Heat Exchanger Limited Warranty",,"{'AFUE Efficiency': 'Up to 87.5% AFUE', 'Heat Exchanger Warranty': 'Lifetime Heat Exchanger Limited Warranty', 'No Hassle ReplacementTM Limited Warranty': '10-Year No Hassle Replacement™ Limited Warranty', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency', 'Heating capacity': '70,000-154,000 BTUH', 'Blower Motor': 'Highest-efficiency variable-speed ECM blower motor'}",
https://www.heil-hvac.com/en/us/products/thermostats/smart-sensor-for-ion--zoning-system/,Thermostats,Thermostats,Smart Sensor for Ion™ Zoning System,SYSTXZNSMS01,"
",,"Optional upgrade for the wired remote room sensors used with the Ion™ zoning system.|Full glass touch screen with an intuitive user experience|2.8"" color display|Displays indoor/outdoor temperature and indoor humidity levels.|Change temperature or fan speed from the zone.|10-year parts limited warranty upon timely registration.",,"{'Touchscreen': '2.8"" color touchscreen display', 'Comfort Control': 'Change temperature or fan speed from the zone', 'Parts Warranty': '10-Year Parts Limited Warranty±'}",
https://www.heil-hvac.com/en/us/products/heat-pumps/performance-14-coastal-design-heat-pump/,Heat Pumps,Value,Performance 14 Coastal Design Heat Pump,N4H4**C,"If you live near the coast, you know how hard salt air is on your heating and cooling system. Now you can get the reliable comfort you want with the budget-friendly heat pump that defies salt air. It features a dependable, single-stage scroll compressor for quiet electric heating and cooling but what helps it outlast other heat pumps is a special coating on its coil fins and all over paint coverage on the casing.",,,"Single-stage scroll compressor|Single-speed fan motor|Full coverage powder coat paint over galvanized steel and epoxy-phenolic fins for protection against harsh coastal climates|System protecting highand low-pressure switches and filter drier|Durable, protective inlet grille panels allow easy coil cleaning|Compatible with humidity sensing thermostats|Non-ozone depleting R-410A refrigerant|Cooling capacity: 2–5 tons","{'Efficiency Rating': '14 SEER / Up to 11.5 EER cooling', 'Sound level': 'As low as 69 decibels', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Fan Motor': 'Single-speed fan motor', 'Compressor': 'Single-stage compressor operation', 'Refrigerant': 'Non-ozone depleting R-410A', 'Cooling capacity': '2–5 tons'}",
https://www.heil-hvac.com/en/us/products/heat-pumps/performance-15-heat-pump/,Heat Pumps,Value,Performance 15 Heat Pump,NXH5,"You’ll find the reliable comfort you want with the efficient, budget-friendly heat pump that gets a 15 SEER cooling rating. It features a single-stage scroll compressor for quiet electric heating and cooling. Use it year round in warmer climates, or pair it with a compatible gas furnace and thermostat to gain dual fuel heating efficiency in colder climates. It is ENERGY STAR® qualified, which means you can enjoy money-saving, efficient comfort.",,Quiet performance (as low as 69 decibels)*|Single-stage compressor operation|Dual fuel capable with a compatible gas furnace and thermostat for energy-saving heating|Durably built to withstand bad weather and debris|Designed for corrosion resistance and lasting performance|10-Year Parts Limited Warranty,"Single-stage scroll compressor|Single-speed fan motor|System protecting highand low-pressure switches and filter drier|Durable, protective inlet grille panels allow easy coil cleaning|Baked-on powder coat finish over galvanized steel|Compatible with humidity sensing thermostats|Non-ozone depleting R-410A refrigerant|Cooling capacity: 1.5–5 tons","{'Efficiency Rating': '15 SEER / Up to 12.5 EER cooling', 'Sound level': 'As low as 69 decibels', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency', 'Fan Motor': 'Single-speed fan motor', 'Compressor': 'Single-stage compressor operation', 'Refrigerant': 'Non-ozone depleting R-410A', 'Cooling capacity': '1.5–5 tons'}",
https://www.heil-hvac.com/en/us/products/thermostats/ion-system-control/,Thermostats,Thermostats,Ion™ System control,SYST0101CW,"
",,"High resolution, smartphone-like touchscreen|Wi-Fi| enabled for remote access and control|Pair with our communicating, modulating gas furnace; variable-speed fan coil; inverter-driven outdoor units; and zoning system for a complete Ion™ Comfort System|Capable of controlling temperatures and fan speeds in up to eight zones|Real-time energy use tracking|Local weather 5-day forecast|Humidity control for enhanced comfort|Dual fuel system management capable|Auto changeover between heating and cooling|Four levels of ""constant ON"" fan speeds|7-day programming with temperature control throughout the day and week (wake, away, home, sleep)|Advanced smart setback for optimal energy savings during ""away"" and ramp up periods|One-button Touch-N-Go| quick-settings-change feature|Simple vacation programming controls temperature and humidity|System maintenance reminders|10-Year No Hassle Replacement™ Limited Warranty+|10-year parts limited warranty±",,"{'Touchscreen': 'Advanced Wi-Fi® remote access touchscreen control', 'Maintenance Reminders': 'System Maintenance Reminders', 'Zoning': 'Zoning capable for up to 8 zones', 'Comfort Control': 'Our best comfort managing control', 'Warranty': '10-Year No Hassle Replacement™ Warranty', 'Humidity Control': 'Humidity Control', 'Dual Fuel': 'Dual Fuel System Management', 'Parts Warranty': '10-Year Parts Limited Warranty', 'Programmable': '7 - Day Programming', 'Auto Changeover': 'Auto change between heating and cooling'}",
https://www.heil-hvac.com/en/us/products/heat-pumps/performance-16-heat-pump-2/,Heat Pumps,Value,Performance 16 Heat Pump,N4H6,"Who says you can't have premium comfort on a bargain budget? This cost-efficient heat pump beats the summer heat and winter's icy chill with longer cooling and heating cycles. It keeps temperatures even throughout the house and summer humidity at a minimum. And when outdoor conditions are more extreme, it kicks into high gear to keep you cozy all year long. With up to 17.5 SEER cooling and up to 9.5 HSPF heating efficiency, it can put your electric bills on ice as well.",,Quiet performance (as low as 70 decibels)|Dual fuel capable with a compatible gas furnace and thermostat for energy-saving heating|Durably built to withstand bad weather and debris|Designed for corrosion resistance and lasting performance|10-Year Parts Limited Warranty,"Single-speed fan motor|System protecting high-and low-pressure switches and filter drier|Durable, protective inlet grille panels allow easy coil cleaning|Baked-on powder coat finish over galvanized steel|Compatible with humidity sensing thermostats|Non-ozone depleting R-410A refrigerant|Cooling capacity: 2–5 tons","{'Efficiency Rating': '17.5 SEER / Up to 13.5 EER cooling', 'Sound level': 'As low as 70 decibles', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Fan Motor': 'Single-speed fan motor', 'Refrigerant': 'Non-ozone depleting R-410A'}",
https://www.heil-hvac.com/en/us/products/heat-pumps/performance-14-compact-heat-pump/,Heat Pumps,Value,Performance 14 Compact Heat Pump,NH4H4,"Find the budget-friendly comfort you want in a compact size to fit a narrow lot with our efficient heat pump that gets a 14 SEER cooling rating. Its small design allows for close installation to your home. Use it year round in warmer climates, or pair it with a compatible gas furnace and thermostat to gain dual fuel heating efficiency in colder climates.",,Quiet performance (as low as 69 decibels)*|Single-stage compressor operation|Dual fuel capable with a compatible gas furnace and thermostat for energy-saving heating|Durably built to withstand bad weather and debris|Designed for corrosion resistance and lasting performance|Narrow cabinet design with small footprint to fit your home needs |10-Year Parts Limited Warranty,"Single-stage scroll compressor|System protecting highand low-pressure switches and filter drier|High-gloss, baked-on powder coat finish over galvanized steel|Compatible thermostat: heat/cool with humidity sensing|Non-ozone depleting R-410A refrigerant|Cooling capacity: 1–5 tons","{'Efficiency Rating': '14 SEER / Up to 11.5 EER cooling', 'Sound level': 'As low as 69 decibels', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Compressor': 'Single-stage compressor operation', 'Refrigerant': 'Non-ozone depleting R-410A'}",
https://www.heil-hvac.com/en/us/products/heat-pumps/ion-14-heat-pump-sh4/,Heat Pumps,Premium,Ion™ 14 Heat Pump,HSH4,"Enjoy efficient heating and cooling with the added potential for remote comfort control. Save energy with up to 14 SEER cooling, and enjoy the savings for years because this model is built for tough, lasting durability. Pair it with a complete communicating system, including the Ion™ System Control with Wi-Fi","{'Single-stage compressor': 'Single-stage compressor operation', 'Single-speed fan': 'Single-speed fan motor', 'Weather and debris protection': 'Durably built with tight wire grille and protective corner posts to withstand bad weather and debris', 'Durable design for lasting performance': 'Designed for corrosion resistance and lasting performance'}",,"Efficient, single-stage scroll compressor|Single-speed fan motor|Advanced electronic control quietly switches between heating, cooling and defrost modes|System protecting filter drier|Durable, protective tight wire grille panels allow easy coil cleaning; corner posts for extra strength and style|High-gloss, baked-on powder coat finish over galvanized steel|Sound-reducing features: soft-mounted compressor, acoustic-absorbing compressor blanket, and Quiet Shift defrost|Compatible control: Ion™ System Control installed as part of a complete communicating system for full function and efficiency capability, Wi-Fi| remote access convenience, and intelligent diagnostics|Non-ozone depleting R-410A refrigerant","{'Efficiency Rating': '14 SEER / Up to 12.2 EER cooling', 'Sound level': 'As low as 74 decibels', 'Communicating Capability': 'Wi-Fi® enabled remote access with the Ion™ System Control', 'No Hassle ReplacementTM Limited Warranty': '3-Year No Hassle Replacement™ Limited Warranty+', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Fan Motor': 'Single-speed fan motor', 'Compressor': 'Single-stage compressor operation', 'Refrigerant': 'Non-ozone depleting R-410A'}",
https://www.heil-hvac.com/en/us/products/heat-pumps/performance-16-heat-pump/,Heat Pumps,Value,Performance 16 Heat Pump,NXH6,"This heat pump features a single-stage scroll compressor with cooling efficiencies up to 16 SEER. It's quiet electric heating and cooling can be used year round in warmer climates, or pair it with a compatible gas furnace and thermostat to gain dual fuel heating efficiency in colder climates. It is ENERGY STAR® qualified, which means you can enjoy money-saving, efficient comfort.",,,"Single-stage scroll compressor|Single-speed fan motor|System protecting high-and low-pressure switches and filter drier|Durable, protective inlet grille panels allow easy coil cleaning|Baked-on powder coat finish over galvanized steel|Compatible with humidity sensing thermostats|Non-ozone depleting R-410A refrigerant|Cooling capacity: 1.5–5 tons","{'Efficiency Rating': '16 SEER / 13.0 EER cooling', 'Sound level': 'As low as 68 decibels', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency', 'Fan Motor': 'Single-speed fan motor', 'Compressor': 'Single-stage compressor operation', 'Refrigerant': 'Non-ozone depleting R-410A', 'Cooling capacity': '1.5–5 tons'}",
https://www.heil-hvac.com/en/us/products/heat-pumps/ion-15-heat-pump-sh5/,Heat Pumps,Premium,Ion™ 15 Heat Pump,HSH5,"You can experience quiet comfort with our high-efficiency heat pump that gets up to a 16 SEER cooling rating. It features a single-stage scroll compressor for electric heating and cooling. Use it year round in warmer climates, or pair it with a compatible gas furnace and thermostat to gain dual fuel heating efficiency in colder climates. You can also enjoy the convenience of remote access and the assurance of best levels of performance and comfort management when you pair it with a complete communicating system, including the energy-smart Ion™ System Control with Wi-Fi® capability.1",,Quiet performance (as low as 69 decibels)*|Single-stage compressor operation|Dual fuel capable with a compatible gas furnace and thermostat for energy-saving heating|Durably built with tight wire grille and protective corner posts to withstand bad weather and debris|Designed for corrosion resistance and lasting performance|Wi-Fi| enabled remote access with the Ion™ System Control| |5-Year No Hassle Replacement™ Limited Warranty|10-Year Parts Limited Warranty,"Efficient, single-stage scroll compressor|Single-speed fan motor|Advanced electronic control quietly switches between heating, cooling and defrost modes|System protecting filter drier|Durable, protective tight wire grille panels allow easy coil cleaning; corner posts for extra strength and style|High-gloss, baked-on powder coat finish over galvanized steel|Sound-reducing features: soft-mounted compressor, acoustic-absorbing compressor blanket, and Quiet Shift defrost|Compatible control: Ion™ System Control installed as part of a complete communicating system for full function and efficiency capability, Wi-Fi| remote access convenience, and intelligent diagnostics|Non-ozone depleting R-410A refrigerant|Cooling capacity: 1.5–5 tons","{'Efficiency Rating': 'Up to 16.0 SEER / Up to 13 EER', 'Sound level': 'As low as 69 decibels', 'Communicating Capability': 'Wi-Fi® enabled remote access with the Ion™ System Control', 'No Hassle ReplacementTM Limited Warranty': '5-Year No Hassle Replacement™ Limited Warranty+', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Fan Motor': 'Single-speed fan motor', 'Compressor': 'Single-stage compressor operation', 'Cooling capacity': '1.5–5 tons', 'Refrigerant': 'Non-ozone depleting R-410A'}",
https://www.heil-hvac.com/en/us/products/heat-pumps/ion-16-heat-pump-sh6/,Heat Pumps,Premium,Ion™ 16 Heat Pump,HSH6,"This heat pump boasts cooling efficiencies of up to 16 SEER and features a single-stage scroll compressor for electric heating and cooling. Pair it with a compatible gas furnace and thermostat to gain dual fuel heating efficiency in colder climates. You can also enjoy the convenience of remote access and the assurance of best levels of performance and comfort management when you pair it with a complete communicating system, including the energy-smart Ion™ System Control with Wi-Fi® capability.1",,,"Efficient, single-stage scroll compressor|Single-speed fan motor|Advanced electronic control quietly switches between heating, cooling and defrost modes|System protecting filter drier|Durable, protective tight wire grille panels allow easy coil cleaning; corner posts for extra strength and style|High-gloss, baked-on powder coat finish over galvanized steel|Sound-reducing features: soft-mounted compressor, acoustic-absorbing compressor blanket, and Quiet Shift defrost|Compatible control: Ion™ System Control installed as part of a complete communicating system for full function and efficiency capability, Wi-Fi| remote access convenience, and intelligent diagnostics|Non-ozone depleting R-410A refrigerant|Cooling capacity: 1.5–5 tons","{'Efficiency Rating': 'Up to 16 SEER / Up yo 13 EER cooling', 'Sound level': 'As low as 68 decibels', 'Communicating Capability': 'Wi-Fi® enabled remote access with the Ion™ System Control', 'No Hassle ReplacementTM Limited Warranty': '5-Year No Hassle Replacement™ Limited Warranty+', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency', 'Fan Motor': 'Single-speed fan motor', 'Compressor': 'Single-stage compressor operation', 'Cooling capacity': '1.5–5 tons', 'Refrigerant': 'Non-ozone depleting R-410A'}",
https://www.heil-hvac.com/en/us/products/fan-coils/fma4p/,Fan Coils,Value,Performance Multi-Family Home Fan Coil,FMA4P,Feel the difference in your home with this fixed-speed fan coil designed for vertical applications and installation in tight spaces. It works with outdoor units to deliver high-efficiency operation and more comfort options.,,Fixed-speed fan blower|Vertical (upflow) applications|Fully insulated cabinet|Corrosion-free sloped drain pan design helps reduce mold and bacteria buildup|10-year parts limited warranty*,,{'Fan Speed': 'Fixed-Speed Fan'},
https://www.heil-hvac.com/en/us/products/heat-pumps/ion-18-variable-speed-heat-pump-vh8/,Heat Pumps,Premium,Ion™ 18 Variable-Speed Heat Pump,HVH8,"Enjoy comfort without compromise, thanks to our variable-speed heat pump with SmartSenseTM technology. This whisper-quiet system efficiently adapts to changing conditions so you stay comfy with outstanding efficiency. Use it year-round in most climates with enhanced summer humidity control and warm winter heating even in colder temperatures.Or, combine it with a compatible gas furnace and thermostat to gain dual fuel heating efficiency in more extreme climates. You can also enjoy the convenience of remote access and the assurance of best levels of performance and comfort management when you pair it with a complete communicating system, including the energy-smart Ion™ System Control with Wi-Fi® capability.1","{'Variable-speed compressor': '5 stages of variable-speed compressor operation, providing our best temperature and summer humidity control', 'Variable-speed fan': 'Variable-speed fan works with compressor for best levels of quiet, efficient operation', 'Weather and debris protection': 'Durably built with tight wire grille and protective corner posts to withstand bad weather and debris', 'Durable design for lasting performance': 'Designed for corrosion resistance and lasting performance'}","Quiet performance (as low as 56 decibels)*|5 stages of variable-speed compressor operation, providing our best  temperature and summer humidity control|Variable-speed fan works with compressor for best levels of quiet, efficient operation|Dual fuel capable with a compatible gas furnace and thermostat for energy-saving heating|Durably built with tight wire grille and protective corner posts to withstand bad weather and debris|Designed for corrosion resistance and lasting performance|Wi-Fi| enabled remote access with the Ion™ System Control|10-Year No Hassle Replacement™ Limited Warranty|10-Year Parts Limited Warranty","High-efficiency variable-speed rotary compressor |High-efficiency variable-speed fan motor|Advanced electronic control quietly switches between heating, cooling and defrost modes |System protecting high pressure switch, low pressure transducer and filter drier|Durable, protective tight wire grille panels allow easy coil cleaning; corner posts for extra strength and style|High-gloss, baked-on powder coat finish over galvanized steel|Sound-reducing features: aerodynamic variable-speed fan, soft mounted compressor, high performance acoustic-absorbing compressor blanket, and Quiet Shift defrost|Compatible control: Ion™ System Control installed as part of a complete communicating system for full function and efficiency capability, Wi-Fi| remote access convenience, and intelligent diagnostics|Electronic Expansion Valve for efficient heating control|Non-ozone depleting R-410A refrigerant|Cooling capacity: 2–5 tons","{'Efficiency Rating': 'Up to 19 SEER cooling / Up to 13 EER cooling', 'Sound level': 'As low as 56 decibels', 'Communicating Capability': 'Wi-Fi® enabled remote access with the Ion™ System Control', 'No Hassle ReplacementTM Limited Warranty': '10-Year No Hassle Replacement™ Limited Warranty+', 'Parts Warranty': '10-Year Parts Limited Warranty±', 'Energy Star® Qualified': 'U.S. Environmental Protection Agency voluntary program that helps protect climate through energy efficiency', 'Fan Motor': 'Variable-speed operation', 'Compressor': '5 stages of variable-speed compressor operation, providing our best temperature and summer humidity control', 'Cooling capacity': '2-5 tons', 'Refrigerant': 'Non-ozone depleting R-410A'}",
https://www.heil-hvac.com/en/us/products/thermostats/programmable-thermostat/,Thermostats,Thermostats,Programmable Thermostat,TSTAT0406,"Programming your home comfort is a breeze with the Heil programmable thermostat that offers 7-day temperature control, and heating- and cooling-stage capable for customized comfort. It can also manage dual fuel heating and features auto changeover between heating and cooling for a thermostat that's easy and convenient.",,Dual fuel system management capable|7-day temperature control throughout the week|Easy-to-use functions|Constant ON fan options|Auto changeover between heating and cooling|Lighted display|Four-wire installation (plus daughter board option)|Four-stage heat / two-stage cool,,"{'Dual Fuel': 'Dual Fuel System Management', 'Parts Warranty': '5-Year Parts Limited Warranty', 'Programmable': '7 - Day Programming', 'Auto Changeover': 'Auto change between heating and cooling'}",
https://www.heil-hvac.com/en/us/products/fan-coils/fem4p-fem4x/,Fan Coils,Value,Performance Compact Fan Coil,FEM4P/FEM4X,Comfort is key when you pair your outdoor unit with a compatible fan coil—and high efficiency is a plus. Our compact multi-speed fan coil delivers more comfort options while delivering energy-saving airflow. It’s designed for standard and tight spaces with multi-position installation to fit your home’s needs.,,Multi-speed fan blower that can quietly deliver more even levels of temperature|Efficiency-optimizing Thermostatic Expansion Valve (TXV) (select models only) |Narrow design to fit tight spaces|Corrosion-resistant all-aluminum coil|Fully insulated cabinet|Corrosion-free sloped drain pan design helps reduce mold and bacteria buildup|10-year parts limited warranty*,,{'Fan Speed': 'Multi-Speed Fan'},
https://www.heil-hvac.com/en/us/products/fan-coils/fmc4x-fmu4x/,Fan Coils,Value,Performance Ceiling Fan Coil,FMC4X/FMU4X,Keep your indoor comfort at its best with our efficient ceiling fan coil that delivers more even temperatures and energy efficiency when paired with compatible outdoor units.,,Multi-speed fan blower that can quietly deliver more even levels of temperature|All aluminum coil for enhanced corrosion resistance|Efficiency-optimizing Thermostatic Expansion Valve (TXV) |Horizontal ceiling mount|Fully insulated cabinet (when cased)|10-year parts limited warranty*,,{'Fan Speed': 'Multi-Speed Fan'},
