URL,Category,Subcategory,Prod_Name,Prod_ID,Brand,Specifications,Videos,FeaturesAndBenefits,Images
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/f7b45b2e-653f-4530-b3d4-a87f01494ef0_STANLEY%c2%ae-Concealed-Safety-Knives/STHT10244_STANLEY%c2%ae-Safety-Wrap-Cutter/,Cutting Tools,Specialty Knives,STANLEY® Safety Wrap Cutter,STHT10244,Stanley,"{'Style': 'Safety', 'Material': 'ABS, SK5 Steel', 'Color': 'Red', 'Overall Length [in]': '7', 'Number of Blades': '1', 'Weight [Lbs]': '0.11'}",,Completely recessed blade helps reduce risk of injury.|U-shape handle base helps reduce grip pressure for easy pull cutting.|Full length knuckle guard helps protect hand when in use.|Lightweight design helps reduce user fatigue.**|Lanyard hang hole for easy transportation and storage.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10244.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10244.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10244.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Snap-Off-Knives/2e1f56c4-8bb6-4929-984c-d94de195bc03_Stanley%c2%ae-InstantChange%e2%84%a2-Snap-Off-Knives/STHT10186_STANLEY%c2%ae-InstantChange%e2%84%a2-Snap-Off-Knife---18-mm/,Cutting Tools,Snap-Off Knives,STANLEY® InstantChange™ Snap-Off Knife - 18 mm,STHT10186,Stanley,"{'Style': 'Snap-Off', 'Number of Points': '8', 'Material': 'Elastomer plastic body, stainless steel barrel', 'Color': 'Yellow/Black', 'Overall Length [in]': '6-1/4', 'Number of Blades': '1', 'For use on': '11-301'}",,"Load blades through traditional method or through front loading quick change function.|Dial wheel functions as locking mechanism during use and blade release mechanism when changing blades.|Comfortable one-piece elastomer plastic body.|Durable, smooth stainless steel barrel.|Chemical resistant handle.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10186.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10186.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10186.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/f7b45b2e-653f-4530-b3d4-a87f01494ef0_STANLEY%c2%ae-Concealed-Safety-Knives/STHT10355B_STANLEY%c2%ae-Single-Sided-Pull-Cutter-100-Pack/,Cutting Tools,Specialty Knives,STANLEY® Single-Sided Pull Cutter 100 Pack,STHT10355B,Stanley,"{'Style': 'Safety', 'Color': 'Yellow', 'Overall Length [in]': '6-3/5', 'Weight [Lbs]': '0.0706'}",,Completely recessed blade helps reduce risk of injury.|Hook piercer pierces and cuts through single/double wall corrugate.|Tape splitter pierces and cuts through tape in one motion.|Lightweight design helps reduce user fatigue.**|Lanyard hang hole for easy transportation and storage. |**Compared to metal knives.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10355B_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10355B_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10355B_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10355B_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10355B_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10355B_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10355B_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10355B_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10355B_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10355B_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10355B_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10355B_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10355B_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10355B_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10355B_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10355B_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10355B_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10355B_2.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/f7b45b2e-653f-4530-b3d4-a87f01494ef0_STANLEY%c2%ae-Concealed-Safety-Knives/FMHT10358_STANLEY%c2%ae-FATMAX%c2%ae-Single-Sided-Replaceable-Head-Pull-Cutter/,Cutting Tools,Specialty Knives,STANLEY® FATMAX® Single-Sided Replaceable Head Pull Cutter,FMHT10358,Stanley,"{'Style': 'Safety', 'Color': 'Yellow/Black', 'Overall Length [in]': '6-4/5', 'Number of Blades': '1', 'For use on': 'FMHT10375', 'Weight [Lbs]': '0.1344'}",,"Completely recessed blade helps reduce risk of injury.|Hook piercer pierces and cuts through single/double wall corrugate.|Single-sided replaceable blade head for convenience, waste reduction, and cost efficiency.*|Slip-resistant bi-material grip for comfort and control.|Metal tape splitter pierces and cuts through thick layered tape in one motion.|Lightweight design helps reduce user fatigue.**|Lanyard hang hole for easy transportation and storage. |*Compared to disposable knives.|**Compared to metal knives.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10358_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10358_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10358_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10358_4.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10358_4.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10358_4.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10358_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10358_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10358_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10358_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10358_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10358_2.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/f7b45b2e-653f-4530-b3d4-a87f01494ef0_STANLEY%c2%ae-Concealed-Safety-Knives/STHT10359A_STANLEY%c2%ae-Double-Sided-Pull-Cutter-10-Pack/,Cutting Tools,Specialty Knives,STANLEY® Double-Sided Pull Cutter 10 Pack,STHT10359A,Stanley,"{'Style': 'Safety', 'Color': 'Yellow', 'Overall Length [in]': '6-1/10', 'Weight [Lbs]': '0.0639'}",,Completely recessed blade helps reduce risk of injury.|Double-sided recessed blade increases the useful life of the pull cutter.***|Optimized cutting depth cuts through single/double wall corrugate.|Tape splitter pierces and cuts through tape in one motion.|Lightweight design helps reduce user fatigue.**|Lanyard hang hole for easy transportation and storage. |**Compared to metal knives.|***Compared to single-sided pull cutters.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10359A_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10359A_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10359A_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10359A_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10359A_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10359A_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10359A_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10359A_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10359A_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10359A_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10359A_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10359A_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10359A_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10359A_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10359A_1.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Fixed-Utility-Knives/10-510_STANLEY%c2%ae-FATMAX%c2%ae-Hook-Knife/,Cutting Tools,Fixed Utility Knives,STANLEY® FATMAX® Hook Knife,10-510,Stanley,,,"Taper ground cutlery steel blade permanently fastened to handle.|Ergonomically designed non-slip grip handle.|Cuts and trims vinyl or linoleum floor covering, roofing material, and similar materials.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-510_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-510_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-510_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-510.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-510.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-510.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/f7b45b2e-653f-4530-b3d4-a87f01494ef0_STANLEY%c2%ae-Concealed-Safety-Knives/STHT10357_STANLEY%c2%ae-Single-Sided-Round-Tip-Bi-Material-Pull-Cutter/,Cutting Tools,Specialty Knives,STANLEY® Single-Sided Round Tip Bi-Material Pull Cutter,STHT10357,Stanley,"{'Style': 'Safety', 'Color': 'Yellow/Black', 'Overall Length [in]': '7-1/2', 'Weight [Lbs]': '0.0706'}",,"Completely recessed blade helps reduce risk of injury.|Rounded nose ideal for cutting through shrink wrap and film, while reducing the risk of damage to internal products.|Metal tape splitter pierces and cuts through thick layered tape in one motion.|Slip-resistant bi-material grip for comfort and control.|Lightweight design helps reduce user fatigue.**|Lanyard hang hole for easy transportation and storage. |**Compared to metal knives.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10357_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10357_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10357_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10357_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10357_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10357_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10357_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10357_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10357_1.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/f7b45b2e-653f-4530-b3d4-a87f01494ef0_STANLEY%c2%ae-Concealed-Safety-Knives/FMHT10361_STANLEY%c2%ae-FATMAX%c2%ae-Double-Sided-Replaceable-Head-Pull-Cutter/,Cutting Tools,Specialty Knives,STANLEY® FATMAX® Double-Sided Replaceable Head Pull Cutter,FMHT10361,Stanley,"{'Style': 'Safety', 'Color': 'Yellow/Black', 'Overall Length [in]': '6-1/2', 'Number of Blades': '1', 'For use on': 'FMHT10376', 'Weight [Lbs]': '0.1212'}",,"Completely recessed blade helps reduce risk of injury.|Replaceable blade head for convenience, waste reduction, and cost efficiency.*|Double-sided recessed blade increases the useful life of the blade head.***|Optimized cutting depth cuts through single/double wall corrugate.|Slip-resistant bi-material grip for comfort and control.|Metal tape splitter pierces and cuts through thick layered tape in one motion.|Lightweight design helps reduce user fatigue.**|Lanyard hang hole for easy transportation and storage. |*Compared to disposable knives.|**Compared to metal knives.|***Compared to single-sided pull cutters.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10361_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10361_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10361_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10361_4.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10361_4.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10361_4.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10361_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10361_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10361_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10361_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10361_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10361_2.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Fixed-Utility-Knives/FMHT10827_STANLEY%c2%ae-FATMAX%c2%ae-Fixed-Folding-Knife/,Cutting Tools,Fixed Utility Knives,STANLEY® FATMAX® Fixed Folding Knife,FMHT10827,Stanley,,,Ergonomic  with integrated blade storage.|Tape cutter for use when knife is closed.|Blades show through knife allowing user to see how many blades are stored (stores 3 blades – includes 1 blade).,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10827_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10827_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10827_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10827_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10827_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10827_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10827_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10827_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10827_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10827.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10827.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10827.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/fmht10827_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/fmht10827_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/fmht10827_1.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Fixed-Utility-Knives/10-509_STANLEY%c2%ae-Linoleum-Flooring-Knife/,Cutting Tools,Fixed Utility Knives,STANLEY® Linoleum Flooring Knife,10-509,Stanley,,,"Taper ground cutlery steel blade permanently fastened to handle.|Comfortable hardwood handle.|Cuts and trims vinyl or linoleum floor covering, roofing material, and similar materials.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-509_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-509_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-509_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-509.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-509.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-509.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Fixed-Utility-Knives/10-036_STANLEY%c2%ae-Folding-Fixed-Utility-Knife-%e2%80%93-Gold/,Cutting Tools,Fixed Utility Knives,STANLEY® Folding Fixed Utility Knife – Gold,10-036,Stanley,,,Durable aluminum handle with belt clip.|Quick change blade mechanism.|One-hand opening operation.|Folds to convenient carrying size.|Works with most standard utility blades.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-036.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-036.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-036.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Retractable-Utility-Knives/10-175_STANLEY%c2%ae-Homeowner%e2%80%99s-Retractable-Blade-Utility-Knife/,Cutting Tools,Retractable Utility Knives,STANLEY® Homeowner’s Retractable Blade Utility Knife,10-175,Stanley,,,"Lightweight, versatile plastic knife body construction.|For light duty use only.|Machine screw firmly holds knife body together - Screwdriver required for blade change.|Comes with hang-hole for adding a wrist strap or lanyard.|Blades Included (11-921): 1.|Retractable Blade Positions: 3.|Works with most standard utility blades.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-175_03.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-175_03.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-175_03.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-175_04.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-175_04.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-175_04.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-175_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-175_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-175_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-175.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-175.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-175.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-175_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-175_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-175_1.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Fixed-Utility-Knives/10-401_STANLEY%c2%ae-Hobby-Knife/,Cutting Tools,Fixed Utility Knives,STANLEY® Hobby Knife,10-401,Stanley,,,"Available with a strong, yet lightweight aluminum body.|For light and medium duty precision work.|Positive metal barrel blade locks.|Works with standard hobby and craft blades.|Blades included (11-411): 1.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-401_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-401_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-401_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-401.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-401.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-401.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Retractable-Utility-Knives/10-499_STANLEY%c2%ae-QuickChange%e2%84%a2-Retractable-Blade-Utility-Knife/,Cutting Tools,Retractable Utility Knives,STANLEY® QuickChange™ Retractable Blade Utility Knife,10-499,Stanley,,,"Durable, all-metal knife body construction.|Quick one-button blade change - no tools required.|Interlocking nose design helps secure blade and helps prevent body separation.|Integrated string cutter when blade is retracted.|Comes with hang-hole for adding a wrist strap or lanyard.|Swing-out blade storage for easy blade access.|Blades Included (11-921): 3.|Retractable Blade Positions: 3.|Works with most standard utility blades.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-499_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-499_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-499_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-499.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-499.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-499.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Fixed-Utility-Knives/10-399_STANLEY%c2%ae-Swivel-Lock%c2%ae-Fixed-Blade-Utility-Knife/,Cutting Tools,Fixed Utility Knives,STANLEY® Swivel-Lock® Fixed Blade Utility Knife,10-399,Stanley,,,"Durable, all-metal knife body construction.|Knife body swivels open for quick blade change - no tools required.|Interlocking nose design helps secure blade and helps prevent body separation.|Blades Included (11-921): 3.|Fixed Blade Positions: 1.|Works with most standard utility blades.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-399_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-399_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-399_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-399.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-399.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-399.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Fixed-Utility-Knives/10-705_STANLEY%c2%ae-Ergonomic-All-Metal-Fixed-Blade-Utility-Knife/,Cutting Tools,Fixed Utility Knives,STANLEY® Ergonomic All-Metal Fixed Blade Utility Knife,10-705,Stanley,,,"No tools required – thumb screw stays attached to knife and allows for easy blade change.|Durable, simple and comfortable shape.|Narrow nose ideal for accurate cutting applications.|Blade storage in handle.|Robust all-metal construction.|Comfortable thumb rest.|Blades included (11-921): 3.|Works with most standard utility blades.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-705.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-705.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-705.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Retractable-Utility-Knives/10-789_STANLEY%c2%ae-FATMAX%c2%ae-Retractable-Twin-Blade-Knife/,Cutting Tools,Retractable Utility Knives,STANLEY® FATMAX® Retractable Twin Blade Knife,10-789,Stanley,,,Two knives in one – twin blade design allows the user to alternate between two blades without carrying more than one knife.|InstantChange™ feature allows the user to replace dull blades in seconds.|Easy access blade storage holds up to 9 blades for fast and easy blade changes.|Safety mechanism - Interlocking blade sliders ensure only one blade is extended at a time .|Rubber comfort grip minimizes fatigue and reduces slippage.|Knife includes 2 straight and 2 hook blades.|Works with most standard utility blades.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-789_4.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-789_4.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-789_4.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-789_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-789_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-789_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-789_6.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-789_6.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-789_6.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-789_5.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-789_5.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-789_5.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-789_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-789_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-789_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-789.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-789.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-789.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-789_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-789_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-789_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-789_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-789_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-789_02.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Retractable-Utility-Knives/10-779_STANLEY%c2%ae-DynaGrip%c2%ae-Retractable-Blade-Utility-Knife/,Cutting Tools,Retractable Utility Knives,STANLEY® DynaGrip® Retractable Blade Utility Knife,10-779,Stanley,,,"Durable, all-metal knife body construction.|Machine screw firmly holds knife body together - Screwdriver required for blade change.|Contoured handle with bi-material grip for slip-resistance.|Interlocking nose design helps secure blade and helps prevent body separation.|Comes with hang-hole for adding a wrist strap or lanyard.|Blades Included (11-921): 3.|Retractable Blade Positions: 3.|Works with most standard utility blades.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-779.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-779.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-779.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Retractable-Utility-Knives/STHT10237_STANLEY%c2%ae-InstantFeed%e2%84%a2-Retractable-Knife/,Cutting Tools,Retractable Utility Knives,STANLEY® InstantFeed™ Retractable Knife,STHT10237,Stanley,,,Autoload knife automatically loads a new blade.|Intuitively functions as a regular utility blade for quick and easy loading.|Die-cast design with soft grip handle for comfort.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht10237_03.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht10237_03.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht10237_03.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht10237_04.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht10237_04.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht10237_04.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht10237.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht10237.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht10237.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht10237_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht10237_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht10237_02.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Retractable-Utility-Knives/10-016_STANLEY%c2%ae-Junior-Classic-Retractable-Utility-Knife/,Cutting Tools,Retractable Utility Knives,STANLEY® Junior Classic Retractable Utility Knife,10-016,Stanley,,,Metal body with diamond pattern for better grip.|Blade storage in handle.|Compact size.|Patented interlocking nose to hold blade securely.|Works with most standard utility blades.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-016.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-016.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-016.png'}]"
